27-07-2010 20:32:10,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,174.34.162.242,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 20:34:57,http://www.arnoldanddistrictcameraclub.org.uk/image/keithh/547/,viewpic.php,,,67.195.115.37,Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)
27-07-2010 20:37:09,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,85.25.176.167,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 20:42:08,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,204.152.200.42,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 20:47:08,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,74.53.193.66,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 20:50:02,http://arnoldanddistrictcameraclub.org.uk/,index.php,,,95.108.150.235,Mozilla/5.0 (compatible; YandexBot/3.0; MirrorDetector; +http://yandex.com/bots)
27-07-2010 20:50:02,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,95.108.150.235,Mozilla/5.0 (compatible; YandexBot/3.0; MirrorDetector; +http://yandex.com/bots)
27-07-2010 20:50:03,http://arnoldanddistrictcameraclub.org.uk/,index.php,,,95.108.150.235,Mozilla/5.0 (compatible; YandexBot/3.0; MirrorDetector; +http://yandex.com/bots)
27-07-2010 20:50:03,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,95.108.150.235,Mozilla/5.0 (compatible; YandexBot/3.0; MirrorDetector; +http://yandex.com/bots)
27-07-2010 20:50:58,http://www.arnoldanddistrictcameraclub.org.uk/news/,index.php,,,67.195.115.37,Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)
27-07-2010 20:52:08,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,74.52.50.50,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 20:57:08,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,83.170.113.102,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
